S,56,2;95.7;78.42;50.46;52.34;89.05;ML;1000;52.9;PRIVATE;B
S,57,2;95.59;78.48;50.83;52.37;89
S,58,2;95.91;79.48;52.08;52.31;89.19
S,59,2;95.62;79.42;53.01;52.4;89.08;OIL;-1900;52;PRIVATE;A
S,60,2;95.36;78.98;52.26;51.96;89.15
S,61,2;95.8;79.37;53.23;51.74;89.26
S,62,2;96.11;79.77;51.56;51.88;89.25;OIL;-4000;53.18;PRIVATE;C
S,63,2;96.02;79.13;51.38;52.31;89.12
S,64,2;95.99;78.71;51.5;51.96;89.19
S,65,2;96.72;79.46;52.4;52.28;89.27;WTR;-8000;91.83;PRIVATE;C
S,66,2;96.3;78.63;52.14;52.01;89.2
S,67,2;96.21;78.45;52.47;52;89.24
S,68,2;96.64;78.95;53.84;51.88;89.3;JLG;1900;80.96;PRIVATE;B
S,69,2;96.59;78.98;52.85;51.63;89.48
S,70,2;97.59;80.42;53.75;51.94;89.62
S,71,2;96.85;79.38;53.03;51.56;89.47;WTR;-1200;90.89;PRIVATE;B
S,72,2;96.97;79.27;53.08;51.57;89.45
S,73,2;97.28;79.64;54.65;51.36;89.45
S,74,2;97.26;80.15;54.32;51.39;89.43;JLG;8000;82.48;PRIVATE;A
S,75,2;97.37;80.2;57.08;50.92;89.43
S,76,2;97.36;80.22;54.59;50.68;89.5
S,77,2;97.92;80.64;54.11;51.29;89.63;ML;1800;55.32;PRIVATE;A
S,78,2;98.79;81.73;54.22;51.82;89.82
S,79,2;99.58;82.35;55.68;51.54;89.97
S,80,2;99.99;82.85;54.82;51.33;90.01;JLG;1500;85.13;PRIVATE;C
S,81,2;101.36;85.37;55.81;52.03;90.2
S,82,2;101.6;84.95;55.46;52.85;90.26
S,83,2;101.41;84.84;55.52;53.12;90.25;WTR;-4000;92.53;PRIVATE;C
S,84,2;100.7;83.99;55.33;52.82;90.13
S,85,2;100.49;83.86;55.38;52.93;90.19
S,86,2;100.19;82.89;55.83;52.63;90.16;WTR;-1700;91.69;PRIVATE;B
S,87,2;99.99;82.75;56.4;52.45;90.11
S,88,2;99.54;81.94;57.07;52.24;90.11
S,89,2;100.25;82.74;56.83;52.18;90.3;JLG;-8000;85.62;COMPETITIVE;B
S,90,2;100.21;83.07;56.59;52.28;90.32
S,91,2;100.26;83.58;57.25;52.2;90.33
S,92,2;101.01;85.1;58.25;52.22;90.41;OIL;1200;52.95;PRIVATE;A
S,93,2;101;85.2;59.04;52.59;90.35
S,94,2;100.99;85.56;57.63;53.18;90.27
S,95,2;100.75;84.71;56.22;53.3;90.34;WTR;-1700;89.97;PRIVATE;A
S,96,2;101.03;84.83;57.07;53.24;90.44
S,97,2;101.4;85.44;58.76;53.62;90.43
S,98,2;100.68;85;58.74;52.93;90.08;ML;-8000;60.46;COMPETITIVE;B
S,99,2;100.7;85.43;60.71;52.82;89.97
S,100,2;100.94;85.57;60.59;52.9;90
S,101,2;101.33;85.82;61.04;53.19;90.05;ML;1100;63.27;COMPETITIVE;B
S,102,2;99.52;83.62;58.38;52.49;89.71
S,103,2;99.29;83.74;58.36;52.66;89.46
S,104,2;99.8;84.15;58.42;52.93;89.63;OIL;-1900;54.51;COMPETITIVE;B
S,105,2;99.86;83.89;58.88;52.72;89.61
S,106,2;98.79;82.29;58.87;52.31;89.45
S,107,2;99.17;82.32;60.13;53.05;89.61;ML;2000;63.18;PRIVATE;C
S,108,2;98.64;81.71;59.44;52.57;89.58
S,109,2;99.34;83;58.61;53.04;89.73
S,110,2;98.95;81.82;57.88;52.86;89.64;WTR;-1700;92.24;PRIVATE;C
S,111,2;98.86;82.19;57.19;52.76;89.58
S,112,2;99.26;82.31;58.05;52.83;89.78
S,113,2;98.33;81.45;56.64;52.11;89.59;WTR;4000;92.75;PRIVATE;B
S,114,2;97.97;81.35;56.34;51.79;89.47
S,115,2;98.27;81.9;54.99;52.6;89.5
S,116,2;97.67;81.02;53.52;52.09;89.34;ML;-1800;54.78;PRIVATE;B
S,117,2;98.16;81.84;53.92;52.05;89.36
S,118,2;98.8;82.87;53.52;52.53;89.56
S,119,2;99.15;83.01;54.42;53.12;89.49;ML;1000;56.19;PRIVATE;B
S,120,2;99.42;83.15;54.47;52.78;89.63
S,121,2;99.43;83.61;55.07;52.51;89.62
S,122,2;100;83.88;55.68;52.58;89.85;JLG;-2000;86.34;PRIVATE;C
S,123,2;100.24;84.02;56.49;53.13;89.88
S,124,2;101.02;84.83;57.46;53.52;90.06
S,125,2;100.88;84.29;58.19;53.18;90.05;JLG;1900;84.73;PRIVATE;A
S,126,2;101.17;84.03;58.58;53.36;90.25
S,127,2;101.64;84.51;58.71;53.35;90.29
S,128,2;101.78;84;59.88;53.43;90.23;OIL;1500;55.64;PRIVATE;C
S,129,2;102.37;84.42;60.96;54.1;90.33
S,130,2;102.14;84.84;59.29;53.8;90.36
S,131,2;102.24;84.57;59.79;54.01;90.41;ML;1900;62.68;PRIVATE;B
S,132,2;102.33;84.59;59;54.22;90.39
S,133,2;102.77;85.5;60.42;54.36;90.51
S,134,2;102.91;85.13;59.64;54.86;90.57;JLG;-1000;86.81;PRIVATE;C
S,135,2;103.13;86.14;60.01;55.13;90.53
S,136,2;102.86;86.14;58.82;54.56;90.36
S,137,2;102.44;85.57;58.33;54.71;90.22;JLG;1900;85.9;PRIVATE;A
S,138,2;102.53;85.73;59.4;55.06;90.11
S,139,2;102.75;86.49;59.11;55.09;90.16
S,140,2;102.21;86.28;57.64;54.67;90.07;OIL;-1800;54.62;PRIVATE;A
S,141,2;102.07;86.1;56.37;54.51;90.17
S,142,2;101.95;85.7;57.83;54.87;90.06
S,143,2;101.9;85.38;57.54;54.79;90.2;OIL;-1200;56.33;COMPETITIVE;C
S,144,2;102.26;85.97;57.82;54.89;90.3
S,145,2;102.46;86.27;58.83;54.97;90.32
S,146,2;102.44;86.05;57.05;54.69;90.34;JLG;1300;88.64;PRIVATE;B
S,147,2;101.89;85.38;56.69;54.37;90.29
S,148,2;101.94;85.37;55.89;54.54;90.37
S,149,2;101.22;84.62;55.42;54.28;90.27;JLG;1100;85.75;PRIVATE;B
S,150,2;100.95;84.19;54.46;54.25;90.19
S,151,2;101.1;84.45;55.29;53.76;90.16
S,152,2;101.41;84.68;55.21;54.09;90.18;JLG;-1500;84.37;PRIVATE;A
S,153,2;101.28;84.51;54.68;53.85;90.11
S,154,2;100.94;84.48;54.23;54;90.11
S,155,2;100.61;84.13;54.74;53.7;90.02;OIL;-1900;55.38;PRIVATE;C
S,156,2;99.86;83.57;53.9;53.09;89.87
S,157,2;100.27;84.27;53.54;53.54;89.8
S,158,2;100.72;84.97;55.73;53.67;89.72;ML;1500;57.95;COMPETITIVE;B
S,159,2;100.56;84.57;57.24;53.45;89.61
S,160,2;100.42;84.46;55.85;53.45;89.69
S,161,2;100.29;84.18;55.78;53.19;89.83;OIL;1800;54.38;PRIVATE;A
S,162,2;100.03;84.2;55.09;53.45;89.66
S,163,2;100.53;85.51;54.99;53.87;89.78
S,164,2;101.21;86.79;55.9;53.89;89.81;OIL;2000;55.13;PRIVATE;B
S,165,2;100.66;86.31;54.7;54.04;89.57
S,166,2;100.87;86.57;55.94;54.06;89.53
S,167,2;101.39;86.97;55.69;54.86;89.72;ML;-1800;58.78;PRIVATE;B
S,168,2;101.31;87.02;55.74;55.05;89.73
S,169,2;101.62;88.08;55.33;55.33;89.73
S,170,2;101.59;88.56;54.5;55.21;89.7;JLG;2000;91.04;PRIVATE;B
S,171,2;101.24;88.39;52.63;55.25;89.5
S,172,2;101.45;88.43;53.78;55.34;89.58
S,173,2;101.61;88.32;53.45;55.19;89.66;JLG;2000;90.75;PRIVATE;C
S,174,2;101.74;88.5;54.3;55.13;89.7
S,175,2;102.2;89.47;54.61;55.4;89.82
S,176,2;102.02;89.58;52.96;55.66;89.69;JLG;1700;90.31;PRIVATE;A
S,177,2;102.6;89.98;54.63;55.99;89.77
S,178,2;103.11;89.88;55.35;56.34;89.91
S,179,2;103.01;90.1;54.98;56.09;89.91;OIL;1000;58.05;PRIVATE;B
S,180,2;103.44;91.1;53.66;56.42;90.05
S,181,2;103.16;90.89;53.1;55.68;90.01
S,182,2;103;90.63;52.52;55.5;89.96;WTR;1000;92.53;PRIVATE;C
S,183,2;102.76;89.99;52.72;55.53;89.91
S,184,2;103.3;91.26;53.19;55.23;89.93
S,185,2;102.55;89.67;53.23;54.41;89.99;WTR;-1200;89.92;PRIVATE;A
S,186,2;103.03;90.31;53.65;54.74;90.07
S,187,2;102.65;89.93;52.64;54.8;90.02
S,188,2;102.02;88.93;51.53;54.71;89.95;ML;-1100;54.16;PRIVATE;C
S,189,2;101.71;88.67;50.84;54.49;89.97
S,190,2;101.05;88.52;50.02;53.98;90.03
S,191,2;101.19;88.16;50.16;53.95;90.03;OIL;-2000;56.39;PRIVATE;B
S,192,2;100.91;87.52;49.24;53.66;89.86
S,193,2;100.95;87.72;49.1;54.32;89.77
S,194,2;100.7;87.63;48.35;53.69;89.68;ML;-1900;50.87;PRIVATE;C
S,195,2;100.82;87.52;47.85;53.42;89.71
S,196,2;100.71;87.31;47.45;53.12;89.75
S,197,2;101.14;87.88;47.46;53.58;89.77;OIL;-1100;55.94;PRIVATE;B
S,198,2;101.13;87.38;47.2;53.06;89.93
S,199,2;101.03;87.67;46.74;53.02;89.82
S,200,2;100.94;87.7;47.58;52.64;89.82;ML;-1700;49.53;PRIVATE;B
S,201,2;100.95;88;48.62;52.37;89.81
S,202,2;101.53;89.18;49.07;52.54;90
S,203,2;101.3;88.98;49.02;52.63;89.97;OIL;-1500;54.98;PRIVATE;C
S,204,2;101.57;89.25;48.8;53.09;89.92
S,205,2;102.43;90.26;48.84;53.76;90.08
S,206,2;102.74;90.2;49.37;54.08;90.16;ML;-2000;49.99;PRIVATE;C
S,207,2;102.28;89;48.77;53.79;90.16
S,208,2;101.86;88.07;48.96;53.79;90
S,209,2;101.44;87.61;47.08;53.51;89.89;WTR;-1000;92.52;COMPETITIVE;B
S,210,2;101.49;87.67;47.35;53.47;89.87
S,211,2;102.2;88.74;48.16;54.12;89.84
S,212,2;102.18;89.26;49.04;54.21;89.69;OIL;-1100;55.9;PRIVATE;B
S,213,2;102.96;90.3;49.32;54.89;89.83
S,214,2;102.43;89.7;48.85;54.38;89.76
S,215,2;102.04;89.36;47.7;54.23;89.74;JLG;-4000;88.64;PRIVATE;A
S,216,2;102.03;89.72;48.8;53.81;89.51
S,217,2;102.1;88.99;49.16;54.06;89.49
S,218,2;101.9;89.16;49.9;54.03;89.31;OIL;-1000;56.34;PRIVATE;B
S,219,2;101.88;89.43;49.67;53.82;89.22
S,220,2;101.68;89.04;48.35;53.45;89.21
S,221,2;100.76;88.03;47.48;52.74;89.08;JLG;-1500;89;COMPETITIVE;B
S,222,2;100.98;88.2;47.29;53.18;89.17
S,223,2;100.4;87.21;46.02;52.76;89
S,224,2;100.9;87.83;47.25;53.14;88.93;WTR;1900;91.46;PRIVATE;B
S,225,2;100.81;88.06;47.44;53.15;88.85
S,226,2;101.22;88.7;47.9;53.28;88.99
S,227,2;101.44;88.31;49.49;53.4;88.97;WTR;2000;91.21;PRIVATE;C
S,228,2;101.22;88.22;50.45;53.12;88.85
S,229,2;100.97;88.35;50.43;52.82;88.7
S,230,2;101.44;89.13;50.36;53.36;88.71;ML;-2000;48.78;PRIVATE;A
S,231,2;100.75;88.58;49.97;52.89;88.6
S,232,2;100.21;88.01;49.15;52.6;88.46
S,233,2;100.02;88.48;48.8;52.56;88.42;ML;1200;50.06;PRIVATE;C
S,234,2;100.55;89.37;48.19;53.2;88.62
S,235,2;100.83;90.1;48.26;52.99;88.49
S,236,2;100.65;89.98;48.85;52.53;88.33;OIL;-1900;55.4;COMPETITIVE;B
S,237,2;100.49;90.7;48.28;52.44;88.28
S,238,2;100.75;91.14;48.28;52.7;88.21
S,239,2;100.68;91.21;48.69;53.02;88.12;WTR;1100;90.48;PRIVATE;B
S,240,2;99.88;90.33;47.77;52.72;87.98
S,241,2;100.16;90.34;48.52;52.64;88.05
S,242,2;100.24;90.15;48.94;53.02;88;WTR;-1800;87.99;PRIVATE;A
S,243,2;100.12;90.42;49.46;53.23;87.93
S,244,2;99.97;89.36;48.76;53.17;88.02
S,245,2;100.19;89.9;48.65;53.03;88.03;ML;-4000;47.62;PRIVATE;A
S,246,2;99.64;89.18;47.7;52.61;87.97
S,247,2;99.22;89.04;46.04;52.47;87.81
S,248,2;99.71;89.16;46.41;52.74;87.87;OIL;1500;53.24;PRIVATE;A
S,249,2;100.73;89.84;48.08;53.29;88.13
S,250,2;100.68;89.69;48.72;52.93;88.26
S,251,2;99.87;88.42;47.72;52.78;87.98;ML;1800;47.85;PRIVATE;A
S,252,2;99.86;88.67;46.39;53.05;87.85
S,253,2;100.3;88.89;48.11;53.58;87.85
S,254,2;100.02;88.49;47.78;53.56;87.9;OIL;1100;54.61;PRIVATE;C
S,255,2;100.56;89.18;48.24;53.57;88.11
S,256,2;100.42;89.48;47.67;53.27;88.15
S,257,2;100.34;88.71;47.98;53.27;88.15;OIL;1900;54.89;PRIVATE;B
S,258,2;100.98;90.9;47.88;53.56;88.13
S,259,2;101.01;90.5;48.01;53.76;88.19
S,260,2;101.23;90.71;48.29;54.07;88.34;ML;1900;50.32;PRIVATE;C
S,261,2;101.27;90.97;48.23;54.38;88.15
S,262,2;100.35;89.48;48.19;54.34;87.92
S,263,2;100.45;89.75;47.55;54.74;87.83;OIL;1000;56.18;PRIVATE;B
S,264,2;100.71;90.98;47.12;54.92;87.85
S,265,2;100.85;90.63;46.93;55;87.88
S,266,2;100.82;90.62;47.12;55.31;87.87;OIL;1100;57.37;PRIVATE;B
S,267,2;100.72;90.89;47.55;55.2;87.71
S,268,2;100.68;90.44;48.26;54.93;87.76
S,269,2;100.9;90.76;48.47;55.21;87.6;ML;-1200;50.3;COMPETITIVE;C
S,270,2;100.32;90.69;48.33;55.19;87.38
S,271,2;100.3;91.12;48.64;55.52;87.29
S,272,2;100.06;90.75;48.92;55.29;87.29;OIL;-1500;57.24;PRIVATE;B
S,273,2;99.54;90.93;47.94;55.17;87.19
S,274,2;99.38;91.16;47.58;54.62;86.97
S,275,2;99.49;91.99;46.74;54.86;86.99;WTR;8000;88.66;PRIVATE;B
S,276,2;99.42;91.66;47.08;54.72;86.97
S,277,2;99.71;92.35;46.74;54.72;86.98
S,278,2;99.46;90.99;47.54;55.24;87.01;JLG;1800;92.39;PRIVATE;A
S,279,2;99.58;91.19;46.98;55.04;87.09
S,280,2;100.46;91.8;47.97;55.51;87.35
S,281,2;101.13;92.41;48.63;55.73;87.64;WTR;4000;88.94;PRIVATE;C
S,282,2;101.26;92.47;49.47;55.62;87.62
S,283,2;101.48;92.6;50.62;55.85;87.63
S,284,2;101.77;93.21;51.35;55.94;87.6;WTR;4000;89.91;PRIVATE;B
S,285,2;101.76;92.96;52.22;55.82;87.64
S,286,2;101.93;92.63;52.37;56.27;87.83
S,287,2;102.28;92.66;52.59;56;87.91;WTR;-1800;89.81;PRIVATE;B
S,288,2;102.41;93.39;52.57;56.24;87.78
S,289,2;103.49;95.34;53.92;57.15;87.91
S,290,2;103.32;94.95;54.25;57.44;87.79;OIL;1700;60.1;PRIVATE;C
S,291,2;104.05;96.09;55.7;57.61;87.9
S,292,2;103.59;95.28;56.7;57.5;87.8
S,293,2;103.49;94.21;57.32;57.48;87.87;JLG;1500;96.14;PRIVATE;A
S,294,2;104.09;95.22;57.82;57.32;88.04
S,295,2;104.54;95.37;59.33;57.81;88.18
S,296,2;104.94;96.71;60.68;57.96;88.28;ML;-1300;62.85;PRIVATE;B
S,297,2;104.45;95.81;60.92;57.95;88.27
S,298,2;104.89;96.42;60.78;57.92;88.46
S,299,2;104.2;95.68;59.48;57.85;88.32;OIL;8000;59.69;PRIVATE;C
S,300,2;105.07;97.64;60.93;58.17;88.55
S,301,2;105.17;97.63;61.45;57.6;88.58
S,302,2;104.49;96.36;60.19;56.92;88.57;JLG;-1800;98.97;PRIVATE;B
S,303,2;104.35;96.53;58.3;56.75;88.58
S,304,2;104.1;95.53;57.7;56.09;88.59
S,305,2;104.57;96.65;58.06;56.16;88.65;WTR;1500;90.91;PRIVATE;C
S,306,2;104.74;97.19;57.66;56.71;88.58
S,307,2;104.12;96.89;57.9;56.46;88.44
S,308,2;103.61;96.56;57.3;55.99;88.36;JLG;-2000;96.08;PRIVATE;A
S,309,2;103.66;96.92;57.33;55.98;88.24
S,310,2;103.83;97.56;57.11;56.67;88.18
S,311,2;104.36;98.06;55.94;56.81;88.37;WTR;-1900;87.99;PRIVATE;A
S,312,2;104.07;98.05;55.35;56.13;88.41
S,313,2;103.64;97.33;55.04;55.98;88.2
S,314,2;103.54;97.18;55.94;56;88.21;OIL;-2000;55.55;PRIVATE;A
S,315,2;103.01;95.98;55.71;55.82;88.09
S,316,2;101.96;93.87;56.81;55.54;87.82
S,317,2;101.37;92.89;56.91;55.53;87.65;JLG;1300;93.52;PRIVATE;A
S,318,2;100.93;92.45;57.1;55.35;87.65
S,319,2;101.66;93.6;58.17;55.54;87.64
S,320,2;101.95;93.85;57.78;55.46;87.87;OIL;1300;57.5;PRIVATE;B
S,321,2;102.41;93.73;56.79;55.79;88.02
S,322,2;102.17;93.43;57.01;55.53;88.03
S,323,2;102.19;93.96;56.53;55.39;88.03;WTR;-1000;89.81;PRIVATE;C
S,324,2;102.22;93.63;55.23;55.14;88.21
S,325,2;102.47;93.64;55.01;55.98;88.26
S,326,2;102.61;93.68;55.4;56.36;88.39;OIL;-4000;57.96;PRIVATE;B
S,327,2;102.88;93.87;55.55;56.29;88.51
S,328,2;103.08;93.8;56.79;56.32;88.47
S,329,2;103.22;93.77;55.92;56.5;88.5;OIL;1300;57.32;PRIVATE;C
S,330,2;103.3;94.01;56.36;56.59;88.54
S,331,2;103.15;93.46;56.46;56.41;88.66
S,332,2;103.08;93.29;54.8;56.37;88.8;OIL;-4000;56.03;PRIVATE;A
S,333,2;102.59;92.7;54.6;56.43;88.66
S,334,2;102.8;92.62;55.71;56.4;88.76
S,335,2;102.7;92.76;55.32;56.73;88.67;JLG;-1800;94.3;PRIVATE;B
S,336,2;102.39;91.94;56.11;56.36;88.59
S,337,2;102.27;92.22;56.5;56.03;88.63
S,338,2;103.04;93.86;57.26;56.42;88.66;JLG;-1300;92.97;PRIVATE;A
S,339,2;102.36;92.94;56.47;55.32;88.61
S,340,2;102.78;93.45;57.53;55.38;88.72
S,341,2;103.1;93.98;57.56;55.26;88.82;ML;1200;60.06;PRIVATE;B
S,342,2;103.41;93.83;58.3;55.67;88.82
S,343,2;102.85;92.79;57.19;54.99;88.75
S,344,2;102.51;91.71;56.45;55.01;88.81;WTR;1500;90.86;PRIVATE;B
S,345,2;102.77;91.81;57.97;54.84;88.84
S,346,2;102.93;92.14;58.47;54.47;88.92
S,347,2;103.09;92.83;59.65;54.39;88.83;OIL;-1200;56.4;PRIVATE;B
S,348,2;103.31;93.35;60.63;54.69;88.9
S,349,2;103.49;94.09;60.12;54.82;88.99
S,350,2;103.91;94.56;61;55.34;89.04;JLG;-1800;96.49;PRIVATE;C
S,351,2;103.79;94.35;61.41;55.07;88.9
S,352,2;102.73;93.35;60.55;54.15;88.72
S,353,2;102.28;92.37;60.07;54.12;88.76;WTR;-1300;88.73;PRIVATE;A
S,354,2;102.57;93.03;61.17;54.39;88.74
S,355,2;103.16;93.55;61.23;54.92;88.9
S,356,2;102.87;93.81;61.43;54.57;88.88;JLG;-1500;96.07;PRIVATE;C
S,357,2;103.13;94.46;62.78;54.43;88.73
S,358,2;103.16;94.57;62.92;54.96;88.76
S,359,2;103.11;94.95;62.03;54.91;88.73;OIL;1000;57.1;PRIVATE;B
S,360,2;102.86;94.31;61.11;55.29;88.65
S,361,2;102.93;94.34;61.24;55.53;88.62
S,362,2;103.01;95.04;61.6;55.71;88.68;OIL;1500;58.01;PRIVATE;C
S,363,2;102.96;94.97;61.59;56.04;88.62
S,364,2;102.67;94.65;61.09;56.18;88.54
S,365,2;102.3;94.03;60.85;56.06;88.33;WTR;-1100;90.02;COMPETITIVE;C
S,366,2;102.62;94.12;60.91;55.85;88.54
S,367,2;102.19;93.85;59.85;55.55;88.45
S,368,2;102.04;93.43;58.98;55.95;88.46;JLG;-8000;92.94;COMPETITIVE;A
S,369,2;101.99;93.6;58.52;56.04;88.49
S,370,2;102.71;94.3;60.22;55.61;88.62
S,371,2;102.54;93.9;60.65;55.56;88.74;JLG;-1000;92.31;PRIVATE;A
S,372,2;102.18;93.44;61.7;55.63;88.59
S,373,2;102.07;92.66;61.94;55.29;88.67
S,374,2;101.84;92.05;62.36;55.54;88.56;WTR;-8000;91.02;PRIVATE;C
S,375,2;101.98;92.33;61.29;55.74;88.63
S,376,2;101.98;92.61;61.7;56.04;88.65
S,377,2;101.76;92.33;61.92;56.22;88.55;OIL;-1900;58.19;PRIVATE;B
S,378,2;101.52;91.74;62.4;55.46;88.66
S,379,2;101.69;91.77;62.01;55.56;88.76
S,380,2;101.62;91.1;60.94;55.74;88.88;JLG;1100;93.58;PRIVATE;B
S,381,2;101.75;91.52;60.05;55.51;88.97
S,382,2;102.07;91.09;60.32;55.67;89.14
S,383,2;102.65;92.01;61;55.94;89.25;OIL;-1000;57.44;PRIVATE;B
S,384,2;102.88;91.87;60.42;56.05;89.3
S,385,2;102.84;91.49;59.27;55.78;89.44
S,386,2;102.36;91.96;57.92;55.49;89.35;JLG;-1000;89.36;PRIVATE;A
S,387,2;101.86;91.24;57.62;55.1;89.35
S,388,2;101.79;90.83;57.85;55.01;89.35
S,389,2;101.17;89.89;58.67;54.3;89.12;OIL;8000;54.53;COMPETITIVE;A
S,390,2;100.69;88.86;59.27;54.1;89.05
S,391,2;100.6;88.53;59.6;54.09;89.06
S,392,2;100.72;87.98;59.66;54.26;89.1;JLG;1100;89.22;PRIVATE;B
S,393,2;100.4;86.95;59.03;54.13;89.11
S,394,2;100.56;87.99;60.96;54.42;89.04
S,395,2;101.21;88.94;62.15;55.19;89.02;WTR;1700;90.97;PRIVATE;C
S,396,2;101.41;89.77;61.88;55.08;89.07
S,397,2;101.19;89.6;60.46;55.02;88.9
S,398,2;100.64;88.91;59.91;54.68;88.81;ML;1900;60.02;PRIVATE;A
S,399,2;100.63;89.27;60.34;54.59;88.78
S,400,2;100.66;89.05;61.23;54.55;88.81
S,401,2;100.43;88.7;61.64;54.41;88.75;OIL;4000;54.68;PRIVATE;A
S,402,2;100.58;89.21;61.14;54.18;88.74
S,403,2;100.64;88.96;59.57;53.99;88.96
S,404,2;100.89;89.65;59.83;54.49;89.09;ML;-2000;59.38;PRIVATE;A
S,405,2;101.02;90.17;58.92;54.73;89.01
S,406,2;101.17;91;58.68;55.13;89.06
S,407,2;101.23;91.47;59.65;54.99;89.13;WTR;-1900;89.13;PRIVATE;A
S,408,2;101.76;91.85;59.31;55.39;89.3
S,409,2;101.27;90.68;59.83;55.12;89.14
S,410,2;101.78;91.84;59.98;54.91;89.22;JLG;-1000;89.5;PRIVATE;A
S,411,2;101.58;91.73;60.68;54.17;89.19
S,412,2;100.72;89.93;59.16;53.51;89.17
S,413,2;100.57;89.71;58.7;53.35;89.14;OIL;8000;54.53;PRIVATE;C
S,414,2;100.21;88.76;58.43;53.21;89.02
S,415,2;100.62;89.56;58.18;52.93;89.04
S,416,2;100.69;89.92;57.32;52.95;89.01;JLG;1700;92.19;PRIVATE;C
S,417,2;100.92;89.4;60.81;52.91;89.04
S,418,2;100.05;88.48;58.33;52.7;88.93
S,419,2;99.84;88.09;57.79;52.61;88.94;WTR;-1800;88.68;PRIVATE;A
S,420,2;99.38;87.13;56.81;52.5;88.85
S,421,2;99.37;87.15;56.98;52.19;88.76
S,422,2;99;86.71;55.73;52.44;88.56;WTR;2000;88.63;PRIVATE;A
S,423,2;98.73;86.22;55.09;51.88;88.7
S,424,2;98.7;86.27;54.59;51.55;88.73
S,425,2;97.69;85.05;52.5;51.32;88.48;OIL;-4000;52.83;PRIVATE;B
S,426,2;97.77;84.76;52.9;51.01;88.52
S,427,2;98.33;85.11;52.85;51.2;88.75
S,428,2;98.24;85.15;52.45;51.45;88.62;OIL;1500;52.03;PRIVATE;A
